name,utilisation,date_authorisation,composition,group_generic
"PALEXIA LP 25 mg, comprimé à libération prolongée ",Le tapentadol – la substance active contenue dans PALEXIA LP - est un antalgique puissant qui appartient à la classe des opioïdes. PALEXIA LP est utilisé pour le  traitement des douleurs chroniques sévères de l’adulte qui ne peuvent être traitées que par des antalgiques opioïdes.,14/06/2017,['tapentadol'],"TAPENTADOL (CHLORHYDRATE DE) équivalant à TAPENTADOL 25 mg - TAPENTADOL (TARTRATE DE) équivalant à TAPENTADOL 25 mg - PALEXIA LP 25 mg, comprimé à libération prolongée"
"PALEXIA LP 200 mg, comprimé à libération prolongée ",Le tapentadol – la substance active contenue dans PALEXIA LP - est un antalgique puissant qui appartient à la classe des opioïdes. PALEXIA LP est utilisé pour le  traitement des douleurs chroniques sévères de l’adulte qui ne peuvent être traitées que par des antalgiques opioïdes.,03/10/2011,['tapentadol'],"TAPENTADOL (CHLORHYDRATE DE) équivalent à TAPENTADOL 200 mg - TAPENTADOL (TARTRATE DE) équivalent à TAPENTADOL 200 mg - PALEXIA LP 200 mg, comprimé à libération prolongée"
"PALEXIA LP 150 mg, comprimé à libération prolongée ",Le tapentadol – la substance active contenue dans PALEXIA LP - est un antalgique puissant qui appartient à la classe des opioïdes. PALEXIA LP est utilisé pour le  traitement des douleurs chroniques sévères de l’adulte qui ne peuvent être traitées que par des antalgiques opioïdes.,03/10/2011,['tapentadol'],"TAPENTADOL (CHLORHYDRATE DE) équivalent à TAPENTADOL 150 mg - TAPENTADOL (TARTRATE DE) équivalent à TAPENTADOL 150 mg  - PALEXIA LP 150 mg, comprimé à libération prolongée"
"PALEXIA LP 100 mg, comprimé à libération prolongée ",Le tapentadol – la substance active contenue dans PALEXIA LP - est un antalgique puissant qui appartient à la classe des opioïdes. PALEXIA LP est utilisé pour le  traitement des douleurs chroniques sévères de l’adulte qui ne peuvent être traitées que par des antalgiques opioïdes.,03/10/2011,['tapentadol'],"TAPENTADOL (CHLORHYDRATE DE) équivalant à TAPENTADOL 100 mg - TAPENTADOL (TARTRATE DE) équivalant à TAPENTADOL 100 mg - PALEXIA LP 100 mg, comprimé à libération prolongée"
"PALEXIA 4 mg/ml, solution buvable ",Le tapentadol - la substance active contenue dans PALEXIA - est un antalgique puissant qui agit contre la douleur  et qui appartient à la classe des opioïdes. PALEXIA est utilisé pour le traitement des douleurs aiguës modérées à sévères de l’enfant à partir de 2 ans et de l'adulte qui peuvent être traitées seulement par des antalgiques opioïdes.,16/11/2017,['tapentadol'],
"PALEXIA 20 mg/ml, solution buvable ","Le tapentadol - la substance active contenue dans PALEXIA - est un antalgique puissant qui agit contre la douleur  et qui appartient à la classe des opioïdes. PALEXIA 20 mg/ml, solution buvable est utilisé pour le traitement des douleurs aiguës modérées à sévères de l’enfant à partir de 2 ans et avec un poids supérieur à 16 kg et de l'adulte qui peuvent être traitées seulement par des antalgiques opioïdes.",16/11/2017,['tapentadol'],
"PAEONIA OFFICINALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH ",,01/07/2013,['paeonia officinalis pour préparations homéopathiques'],
"PAEONIA OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH ",,01/07/2013,['paeonia officinalis pour préparations homéopathiques'],
"PADERYL 19,5 mg, comprimé enrobé ",Classe pharmacothérapeutique : ANTITUSSIF OPIACE - code ATC : R : Système respiratoire. Ce médicament contient un antitussif : la codéine. Il est préconisé pour calmer les toux sèches et les toux d'irritation chez l'adulte.,30/10/1996,['codéine'],
"PADERYL 0,1 POUR CENT, sirop ",Classe pharmacothérapeutique : ANTITUSSIF OPIACE - code ATC : R : Système respiratoire. Ce médicament contient un antitussif (la codéine). Il est préconisé pour calmer les toux sèches et les toux d'irritation chez l'adulte.,23/09/1996,['codéine'],
"PADCEV 30 mg, poudre pour solution à diluer pour perfusion ",,13/04/2022,['enfortumab védotine'],
"PADCEV 20 mg, poudre pour solution à diluer pour perfusion ",,13/04/2022,['enfortumab védotine'],
"PACLITAXELSANDOZ 6 mg/ml, solution à diluer pour perfusion ","Classe pharmaco-thérapeutique - AGENTS CYTOTOXIQUES, Code ATC : L01CD01. Le paclitaxel est un anticancéreux appartenant au groupe des taxanes. Ces agents inhibent la croissance des cellules cancéreuses. PACLITAXEL SANDOZ est utilisé pour traiter : Cancer de l'ovaire Cancer du sein : Cancer bronchique non à petites cellules avancé : Sarcome de Kaposi lié au SIDA :",16/03/2006,['paclitaxel'],"PACLITAXEL 6 mg/1 ml - TAXOL 6 mg/ml, solution à diluer pour perfusion."
"PACLITAXEL VIATRIS 6 mg/ml, solution à diluer pour perfusion ","Classe pharmacothérapeutique : Agent antinéoplasique (taxanes), agent cytotoxique code ATC : L01CD01. PACLITAXEL VIATRIS est un anticancéreux appartenant au groupe des taxanes. Ces agents inhibent la croissance des cellules cancéreuses. Le paclitaxel est indiqué dans le traitement de :",11/09/2007,['paclitaxel'],"PACLITAXEL 6 mg/1 ml - TAXOL 6 mg/ml, solution à diluer pour perfusion."
"PACLITAXEL TEVA 6 mg/mL, solution à diluer pour perfusion ","Classe pharmacothérapeutique - code ATC : L01CD01 PACLITAXEL TEVA est utilisé pour traiter différents types de cancer, à savoir : Le cancer de l'ovaire (cancer de l'ovaire avancé ou en cours de dissémination, tumeur résiduelle supérieure à 1 cm après laparotomie) En traitement initial, en association avec un médicament à base de platine, avec le cisplatine ou comme traitement de seconde ligne lorsque d'autres traitements à base de platine n'ont pas fonctionné. Le cancer du sein (traitement du cancer du sein précoce après résection chirurgicale de la tumeur primitive, cancer du sein avancé ou en cours de dissémination) Comme traitement adjuvant après traitement par une anthracycline et le cyclophosphamide (AC). Comme traitement initial, en association avec un médicament appartenant au groupe des anthracyclines chez les patientes pour lesquelles le traitement par les anthracyclines est adapté ou avec un médicament appelé trastuzumab. Seulement chez les patientes n'ayant pas répondu aux traitements standards à base d'anthracyclines, ou pour lesquelles ces traitements n'ont pas pu être utilisés. Un certain type de cancer du poumon (cancer du poumon non à petites cellules) En combinaison avec le cisplatine, chez les patients qui ne sont pas candidats pour une chirurgie et/ou une radiothérapie potentiellement curatives. On l'utilise aussi pour traiter une forme de cancer spécifique liée au SIDA qui touche le tissu conjonctif (le sarcome de Kaposi) l orsque d'autres traitements, par exemple les anthracyclines liposomales, n'ont pas fonctionné.",04/10/2005,['paclitaxel'],"PACLITAXEL 6 mg/1 ml - TAXOL 6 mg/ml, solution à diluer pour perfusion."
"PACLITAXEL KABI 6 mg/ml, solution à diluer pour perfusion ","Classe pharmacothérapeutique : Antinéoplasiques - Alcaloïdes végétaux et autres produits naturels, taxanes. . Ces composés inhibent la croissance des cellules cancéreuses. - code ATC : L01C D01 PACLITAXEL KABI est utilisé dans le traitement du :",15/04/2009,['paclitaxel'],"PACLITAXEL 6 mg/1 ml - TAXOL 6 mg/ml, solution à diluer pour perfusion."
"PACLITAXEL HOSPIRA 6 mg/mL, solution à diluer pour perfusion ","Classe pharmacothérapeutique : AGENTS CYTOTOXIQUES/Taxanes - code ATC : L01CD01. Ce médicament est un cytostatique, il empêche la croissance de certaines cellules. Il est utilisé seul ou en association dans certaines maladies du sein, de l'ovaire, du poumon et dans le sarcome de Kaposi (SK) lié au SIDA.",23/11/2007,['paclitaxel'],"PACLITAXEL 6 mg/1 ml - TAXOL 6 mg/ml, solution à diluer pour perfusion."
"PACLITAXEL ARROW 6 mg/ml, solution à diluer pour perfusion ",Classe pharmacothérapeutique : agents antinéoplasiques (taxanes) - code ATC : L01CD01. Le paclitaxel appartient à la classe des médicaments anticancéreux appelés les taxanes. Ces agents inhibent la croissance des cellules cancéreuses. Le paclitaxel est utilisé pour le traitement :,20/01/2009,['paclitaxel'],"PACLITAXEL 6 mg/1 ml - TAXOL 6 mg/ml, solution à diluer pour perfusion."
"PACLITAXEL AHCL 6 mg/ml, solution à diluer pour perfusion ",Classe pharmacothérapeutique - code ATC : L01CD01 Le paclitaxel appartient à une classe de médicaments anticancéreux appelés les taxanes. Ces composés inhibent la croissance des cellules cancéreuses. PACLITAXEL AHCL est utilisé pour traiter:,29/12/2010,['paclitaxel'],"PACLITAXEL 6 mg/1 ml - TAXOL 6 mg/ml, solution à diluer pour perfusion."
"PACILIA, comprimé enrobé ",Classe pharmacothérapeutique : Progestatifs et estrogènes pour administration séquentielle - code ATC : G03AB03. PACILIA est un contraceptif hormonal oral utilisé afin d’éviter une grossesse. Chaque comprimé de PACILIA contient deux hormones féminines différentes en petite quantité : le lévonorgestrel et l’éthinylestradiol. Les contraceptifs oraux contenant deux hormones sont appelés contraceptifs oraux « combinés ».,08/01/2009,"['lévonorgestrel', 'éthinylestradiol']","LEVONORGESTREL 0,15 mg + ETHINYLESTRADIOL 0,03 mg -  ADEPAL, comprimé enrobé."
"OFEV 150 mg, capsule molle ",,15/01/2015,['nintédanib'],"NINTEDANIB (ESILATE DE) équivalent à NINTEDANIB 150 mg - OFEV 150 mg, capsule molle"
"OFEV 100 mg, capsule molle ",,15/01/2015,['nintédanib'],"NINTEDANIB (ESILATE DE) équivalent à NINTEDANIB 100 mg - OFEV 100 mg, capsule molle"
"OESTRODOSE 0,06 POUR CENT, gel pour application cutanée en flacon avec pompe doseuse ","OESTRODOSE 0,06 POUR CENT est un traitement hormonal substitutif (THS). Il contient l’hormone féminine oestrogène. OESTRODOSE 0,06 POUR CENT est utilisé chez les femmes ménopausées dont les dernières règles datent d’au moins 6 mois. OESTRODOSE 0,06 POUR CENT est utilisé pour : Lors de la ménopause, la quantité d’estrogènes produits par l’organisme féminin chute. Chez certaines femmes, cette chute se traduit par des symptômes tels qu’une sensation de chaleur au niveau du visage, du cou et de la poitrine (les « bouffées de chaleur »). OESTRODOSE 0,06 POUR CENT soulage ces symptômes après la ménopause. OESTRODOSE 0,06 POUR CENT vous sera prescrit uniquement si vos symptômes altèrent gravement votre vie quotidienne. Après la ménopause, certaines femmes peuvent développer une fragilité des os (ostéoporose). Vous devez discuter de toutes les éventualités de traitement avec votre médecin. Si vous présentez un risque accru de fractures dues à l’ostéoporose et que les autres médicaments ne vous conviennent pas, vous pouvez utiliser OESTRODOSE 0,06 POUR CENT pour la prévention de l'ostéoporose après la ménopause. OESTRODOSE 0,06 POUR CENT fonctionne en remplaçant l’œstrogène dans votre corps. Ainsi vous avez une quantité d’œstrogène similaire à avant votre ménopause.",17/09/1990,['estradiol'],
"OESCLIM 50 microgrammes/24 heures (10 mg/22 cm2), dispositif transdermique ","Classe pharmacothérapeutique : OESCLIM est un traitement hormonal substitutif (THS). Il contient du 17- b estradiol. OESCLIM est utilisé chez les femmes ménopausées dont les dernières règles datent d’au moins 6 mois. OESCLIM est utilisé pour : Lors de la ménopause, la quantité d’estrogènes produits par l’organisme féminin chute. Chez certaines femmes, cette chute se traduit par des symptômes tels qu’une sensation de chaleur au niveau du visage, du cou et de la poitrine (les « bouffées de chaleur »). OESCLIM soulage ces symptômes après la ménopause. OESCLIM vous sera prescrit uniquement si vos symptômes altèrent gravement votre vie quotidienne.",07/11/1994,['estradiol hémihydraté'],
"OESCLIM 37,5 microgrammes/24 heures (7,5 mg/16,5 cm2), dispositif transdermique ","Classe pharmacothérapeutique : OESCLIM est un traitement hormonal substitutif (THS). Il contient du 17- b estradiol. OESCLIM est utilisé chez les femmes ménopausées dont les dernières règles datent d’au moins 6 mois. OESCLIM est utilisé pour : Lors de la ménopause, la quantité d’estrogènes produits par l’organisme féminin chute. Chez certaines femmes, cette chute se traduit par des symptômes tels qu’une sensation de chaleur au niveau du visage, du cou et de la poitrine (les « bouffées de chaleur »). OESCLIM soulage ces symptômes après la ménopause. OESCLIM vous sera prescrit uniquement si vos symptômes altèrent gravement votre vie quotidienne.",05/12/1997,['estradiol hémihydraté'],
